Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: noah3265 (distance: 186, speed: 2, health: 5)
Moved: potatobot3266 (distance: 33, speed: 2, health: 3)
Moved: paoletti3267 (distance: 228, speed: 7, health: 5)
Moved: darden3268 (distance: 107, speed: 5, health: 4)
Moved: garcia3269 (distance: 224, speed: 10, health: 5)
Moved: will3272 (distance: 164, speed: 3, health: 2)
Moved: fee3273 (distance: 29, speed: 2, health: 4)
Moved: potatobot3275 (distance: 225, speed: 4, health: 2)
Moved: darden3277 (distance: 201, speed: 8, health: 4)
Moved: garcia3278 (distance: 280, speed: 2, health: 3)
Moved: cris3279 (distance: 143, speed: 2, health: 4)
Moved: bing3280 (distance: 148, speed: 2, health: 4)
Moved: will3281 (distance: 177, speed: 3, health: 2)
Moved: noah3283 (distance: 162, speed: 3, health: 1)
Moved: potatobot3284 (distance: 213, speed: 3, health: 5)
Moved: paoletti3285 (distance: 113, speed: 1, health: 1)
Moved: darden3286 (distance: 147, speed: 7, health: 5)
Moved: cris3288 (distance: 253, speed: 5, health: 1)
Moved: bing3289 (distance: 116, speed: 10, health: 4)
Moved: will3290 (distance: 85, speed: 6, health: 4)
Moved: fee3291 (distance: 102, speed: 8, health: 1)
Moved: potatobot3293 (distance: 98, speed: 2, health: 4)
Moved: darden3295 (distance: 77, speed: 6, health: 5)
Moved: garcia3296 (distance: 122, speed: 1, health: 4)
Moved: bing3298 (distance: 174, speed: 6, health: 2)
Moved: fee3300 (distance: 137, speed: 10, health: 2)
Moved: potatobot3302 (distance: 164, speed: 8, health: 2)
Moved: darden3304 (distance: 83, speed: 3, health: 2)
Moved: garcia3305 (distance: 228, speed: 2, health: 1)
Moved: cris3306 (distance: 267, speed: 5, health: 4)
Moved: bing3307 (distance: 197, speed: 10, health: 4)
Moved: fee3309 (distance: 133, speed: 10, health: 3)
Moved: noah3310 (distance: 88, speed: 2, health: 3)
Moved: potatobot3311 (distance: 26, speed: 2, health: 3)
Moved: paoletti3312 (distance: 103, speed: 6, health: 1)
Moved: darden3313 (distance: 101, speed: 9, health: 2)
Moved: garcia3314 (distance: 76, speed: 3, health: 3)
Moved: bing3316 (distance: 195, speed: 2, health: 1)
Moved: will3317 (distance: 219, speed: 3, health: 3)
Moved: noah3319 (distance: 79, speed: 7, health: 1)
Moved: potatobot3320 (distance: 174, speed: 2, health: 3)
Moved: paoletti3321 (distance: 162, speed: 8, health: 1)
Moved: garcia3323 (distance: 257, speed: 8, health: 4)
Moved: will3326 (distance: 134, speed: 4, health: 5)
Moved: fee3327 (distance: 145, speed: 8, health: 1)
Moved: potatobot3329 (distance: 99, speed: 5, health: 4)
Moved: paoletti3330 (distance: 88, speed: 8, health: 3)
Moved: darden3331 (distance: 99, speed: 3, health: 1)
Moved: garcia3332 (distance: 136, speed: 5, health: 2)
Moved: bing3334 (distance: 271, speed: 1, health: 5)
Moved: will3335 (distance: 99, speed: 3, health: 3)
Moved: noah3337 (distance: 127, speed: 3, health: 3)
Moved: paoletti3339 (distance: 226, speed: 6, health: 1)
Moved: darden3340 (distance: 244, speed: 1, health: 5)
Moved: garcia3341 (distance: 277, speed: 4, health: 5)
Moved: cris3342 (distance: 154, speed: 6, health: 1)
Moved: bing3343 (distance: 244, speed: 5, health: 2)
Moved: fee3345 (distance: 238, speed: 5, health: 5)
Moved: noah3346 (distance: 28, speed: 2, health: 3)
Moved: garcia3350 (distance: 132, speed: 9, health: 3)
Moved: cris3351 (distance: 161, speed: 4, health: 5)
Moved: bing3352 (distance: 244, speed: 6, health: 2)
Moved: will3353 (distance: 239, speed: 8, health: 5)
Moved: fee3354 (distance: 174, speed: 10, health: 3)
Moved: noah3355 (distance: 117, speed: 7, health: 3)
Moved: darden3358 (distance: 204, speed: 2, health: 4)
Moved: garcia3359 (distance: 269, speed: 2, health: 2)
Moved: bing3361 (distance: 138, speed: 9, health: 5)
Moved: will3362 (distance: 183, speed: 6, health: 3)
Moved: noah3364 (distance: 200, speed: 5, health: 4)
Moved: potatobot3365 (distance: 203, speed: 1, health: 4)
Moved: paoletti3366 (distance: 209, speed: 1, health: 2)
Moved: darden3367 (distance: 74, speed: 5, health: 2)
Moved: garcia3368 (distance: 20, speed: 2, health: 4)
Moved: cris3369 (distance: 195, speed: 6, health: 1)
Moved: bing3370 (distance: 167, speed: 7, health: 5)
Moved: will3371 (distance: 176, speed: 8, health: 3)
Moved: fee3372 (distance: 121, speed: 10, health: 5)
Moved: noah3373 (distance: 257, speed: 4, health: 4)
Moved: potatobot3374 (distance: 246, speed: 2, health: 2)
Moved: paoletti3375 (distance: 259, speed: 6, health: 2)
Moved: darden3376 (distance: 93, speed: 3, health: 3)
Moved: garcia3377 (distance: 251, speed: 4, health: 1)
Moved: cris3378 (distance: 26, speed: 2, health: 4)
Moved: bing3379 (distance: 59, speed: 4, health: 1)
Moved: will3380 (distance: 188, speed: 4, health: 5)
Moved: fee3381 (distance: 28, speed: 1, health: 4)
Moved: paoletti3384 (distance: 159, speed: 9, health: 1)
Moved: darden3385 (distance: 141, speed: 9, health: 5)
Moved: garcia3386 (distance: 151, speed: 1, health: 1)
Moved: cris3387 (distance: 66, speed: 3, health: 2)
Moved: bing3388 (distance: 275, speed: 5, health: 1)
Moved: will3389 (distance: 226, speed: 8, health: 1)
Moved: fee3390 (distance: 243, speed: 10, health: 3)
Moved: noah3391 (distance: 209, speed: 10, health: 5)
Moved: potatobot3392 (distance: 148, speed: 10, health: 1)
Moved: paoletti3393 (distance: 273, speed: 6, health: 3)
Moved: garcia3395 (distance: 122, speed: 9, health: 1)
Moved: cris3396 (distance: 247, speed: 4, health: 2)
Moved: bing3397 (distance: 253, speed: 5, health: 1)
Moved: fee3399 (distance: 172, speed: 8, health: 5)
Moved: noah3400 (distance: 241, speed: 2, health: 5)
Moved: darden3403 (distance: 54, speed: 4, health: 4)
Moved: garcia3404 (distance: 143, speed: 5, health: 2)
Moved: bing3406 (distance: 32, speed: 3, health: 5)
Moved: will3407 (distance: 176, speed: 9, health: 2)
Moved: fee3408 (distance: 118, speed: 9, health: 3)
Moved: noah3409 (distance: 252, speed: 6, health: 1)
Moved: potatobot3410 (distance: 226, speed: 3, health: 3)
Moved: paoletti3411 (distance: 100, speed: 5, health: 5)
Moved: darden3412 (distance: 258, speed: 7, health: 5)
Moved: garcia3413 (distance: 204, speed: 10, health: 1)
Moved: cris3414 (distance: 97, speed: 6, health: 5)
Moved: bing3415 (distance: 102, speed: 2, health: 5)
Moved: will3416 (distance: 243, speed: 10, health: 4)
Moved: fee3417 (distance: 155, speed: 4, health: 2)
Moved: noah3418 (distance: 243, speed: 6, health: 1)
Moved: potatobot3419 (distance: 139, speed: 6, health: 1)
Moved: paoletti3420 (distance: 221, speed: 8, health: 2)
Moved: darden3421 (distance: 149, speed: 1, health: 4)
Moved: garcia3422 (distance: 258, speed: 5, health: 2)
Moved: bing3424 (distance: 123, speed: 2, health: 2)
Moved: will3425 (distance: 144, speed: 10, health: 5)
Moved: fee3426 (distance: 165, speed: 2, health: 1)
Moved: noah3427 (distance: 132, speed: 9, health: 4)
Moved: paoletti3429 (distance: 247, speed: 9, health: 5)
Moved: darden3430 (distance: 109, speed: 5, health: 5)
Moved: garcia3431 (distance: 162, speed: 10, health: 1)
Moved: cris3432 (distance: 195, speed: 1, health: 5)
Moved: bing3433 (distance: 175, speed: 8, health: 5)
Moved: noah3436 (distance: 147, speed: 1, health: 3)
Moved: potatobot3437 (distance: 81, speed: 7, health: 5)
Moved: garcia3440 (distance: 157, speed: 5, health: 3)
Moved: cris3441 (distance: 181, speed: 3, health: 5)
Moved: will3443 (distance: 209, speed: 3, health: 2)
Moved: noah3445 (distance: 79, speed: 7, health: 5)
Moved: potatobot3446 (distance: 98, speed: 6, health: 5)
Moved: darden3448 (distance: 204, speed: 3, health: 2)
Moved: garcia3449 (distance: 207, speed: 3, health: 1)
Moved: cris3450 (distance: 270, speed: 5, health: 1)
Moved: will3452 (distance: 226, speed: 3, health: 1)
Moved: noah3454 (distance: 79, speed: 6, health: 3)
Moved: darden3457 (distance: 181, speed: 4, health: 2)
Moved: garcia3458 (distance: 234, speed: 1, health: 3)
Moved: cris3459 (distance: 84, speed: 2, health: 5)
Moved: potatobot3464 (distance: 189, speed: 8, health: 1)
Moved: paoletti3465 (distance: 224, speed: 3, health: 1)
Moved: cris3468 (distance: 186, speed: 4, health: 5)
Moved: bing3469 (distance: 131, speed: 7, health: 3)
Moved: fee3471 (distance: 128, speed: 7, health: 1)
Moved: noah3472 (distance: 255, speed: 5, health: 2)
Moved: potatobot3473 (distance: 208, speed: 1, health: 2)
Moved: paoletti3474 (distance: 87, speed: 2, health: 3)
Moved: darden3475 (distance: 254, speed: 9, health: 1)
Moved: garcia3476 (distance: 187, speed: 2, health: 2)
Moved: bing3478 (distance: 238, speed: 4, health: 2)
Moved: will3479 (distance: 135, speed: 9, health: 3)
Moved: noah3481 (distance: 175, speed: 7, health: 3)
Moved: potatobot3482 (distance: 272, speed: 4, health: 5)
Moved: paoletti3483 (distance: 69, speed: 6, health: 1)
Moved: darden3484 (distance: 192, speed: 3, health: 5)
Moved: cris3486 (distance: 238, speed: 10, health: 1)
Moved: noah3490 (distance: 196, speed: 8, health: 2)
Moved: paoletti3492 (distance: 130, speed: 6, health: 5)
Moved: darden3493 (distance: 221, speed: 9, health: 5)
Moved: garcia3494 (distance: 258, speed: 7, health: 5)
Moved: cris3495 (distance: 179, speed: 4, health: 5)
Moved: bing3496 (distance: 214, speed: 1, health: 3)
Moved: fee3498 (distance: 115, speed: 9, health: 2)
Moved: noah3499 (distance: 99, speed: 7, health: 2)
Moved: potatobot3500 (distance: 247, speed: 6, health: 2)
Moved: garcia3503 (distance: 267, speed: 5, health: 1)
Moved: cris3504 (distance: 222, speed: 7, health: 3)
Moved: bing3505 (distance: 119, speed: 1, health: 2)
Moved: will3506 (distance: 191, speed: 10, health: 5)
Moved: fee3507 (distance: 142, speed: 8, health: 4)
Moved: noah3508 (distance: 99, speed: 2, health: 2)
Moved: darden3511 (distance: 134, speed: 7, health: 4)
Moved: garcia3512 (distance: 224, speed: 7, health: 5)
Moved: will3515 (distance: 250, speed: 3, health: 4)
Moved: fee3516 (distance: 213, speed: 10, health: 1)
Moved: noah3517 (distance: 155, speed: 2, health: 5)
Moved: potatobot3518 (distance: 63, speed: 1, health: 1)
Moved: paoletti3519 (distance: 183, speed: 1, health: 3)
Moved: garcia3521 (distance: 183, speed: 1, health: 5)
Moved: bing3523 (distance: 208, speed: 7, health: 4)
Moved: will3524 (distance: 147, speed: 3, health: 4)
Moved: noah3526 (distance: 89, speed: 4, health: 5)
Moved: paoletti3528 (distance: 198, speed: 6, health: 5)
Moved: darden3529 (distance: 211, speed: 10, health: 5)
Moved: garcia3530 (distance: 160, speed: 8, health: 4)
Moved: bing3532 (distance: 61, speed: 3, health: 1)
Moved: will3533 (distance: 239, speed: 1, health: 5)
Moved: fee3534 (distance: 143, speed: 4, health: 4)
Moved: noah3535 (distance: 275, speed: 3, health: 1)
Moved: paoletti3537 (distance: 96, speed: 3, health: 5)
Moved: garcia3539 (distance: 202, speed: 9, health: 1)
Moved: bing3541 (distance: 249, speed: 6, health: 5)
Moved: will3542 (distance: 146, speed: 6, health: 5)
Moved: fee3543 (distance: 36, speed: 3, health: 5)
Moved: paoletti3546 (distance: 115, speed: 9, health: 2)
Moved: darden3547 (distance: 202, speed: 10, health: 3)
Moved: garcia3548 (distance: 141, speed: 5, health: 3)
Moved: cris3549 (distance: 219, speed: 8, health: 4)
Moved: bing3550 (distance: 148, speed: 5, health: 4)
Moved: noah3553 (distance: 237, speed: 8, health: 4)
Moved: potatobot3554 (distance: 73, speed: 6, health: 2)
Moved: paoletti3555 (distance: 106, speed: 6, health: 1)
Moved: cris3558 (distance: 212, speed: 2, health: 5)
Moved: will3560 (distance: 139, speed: 4, health: 1)
Moved: fee3561 (distance: 150, speed: 5, health: 4)
Moved: noah3562 (distance: 169, speed: 7, health: 3)
Moved: potatobot3563 (distance: 287, speed: 3, health: 1)
Moved: darden3565 (distance: 234, speed: 2, health: 5)
Moved: cris3567 (distance: 168, speed: 7, health: 3)
Moved: bing3568 (distance: 174, speed: 9, health: 5)
Moved: will3569 (distance: 205, speed: 9, health: 1)
Moved: fee3570 (distance: 85, speed: 7, health: 5)
Moved: noah3571 (distance: 216, speed: 10, health: 2)
Moved: potatobot3572 (distance: 41, speed: 1, health: 5)
Moved: darden3574 (distance: 231, speed: 10, health: 4)
Moved: bing3577 (distance: 195, speed: 4, health: 4)
Moved: noah3580 (distance: 96, speed: 8, health: 2)
Moved: potatobot3581 (distance: 234, speed: 1, health: 5)
Moved: paoletti3582 (distance: 112, speed: 2, health: 5)
Moved: darden3583 (distance: 262, speed: 2, health: 5)
Moved: cris3585 (distance: 139, speed: 5, health: 1)
Moved: bing3586 (distance: 93, speed: 8, health: 3)
Moved: will3587 (distance: 265, speed: 5, health: 2)
Moved: fee3588 (distance: 19, speed: 1, health: 3)
Moved: noah3589 (distance: 189, speed: 9, health: 2)
Moved: potatobot3590 (distance: 60, speed: 2, health: 4)
Moved: paoletti3591 (distance: 244, speed: 10, health: 4)
Moved: darden3592 (distance: 49, speed: 4, health: 2)
Moved: cris3594 (distance: 258, speed: 8, health: 5)
Moved: bing3595 (distance: 237, speed: 1, health: 2)
Moved: will3596 (distance: 77, speed: 6, health: 5)
Moved: fee3597 (distance: 128, speed: 4, health: 5)
Moved: paoletti3600 (distance: 113, speed: 4, health: 1)
Moved: darden3601 (distance: 101, speed: 5, health: 5)
Moved: cris3603 (distance: 47, speed: 1, health: 4)
Moved: bing3604 (distance: 249, speed: 4, health: 1)
Moved: will3605 (distance: 218, speed: 10, health: 5)
Moved: fee3606 (distance: 291, speed: 1, health: 1)
Moved: potatobot3608 (distance: 94, speed: 8, health: 5)
Moved: paoletti3609 (distance: 137, speed: 9, health: 2)
Moved: darden3610 (distance: 254, speed: 3, health: 4)
Moved: cris3612 (distance: 111, speed: 8, health: 2)
Moved: will3614 (distance: 179, speed: 4, health: 2)
Moved: potatobot3617 (distance: 119, speed: 8, health: 2)
Moved: paoletti3618 (distance: 174, speed: 4, health: 3)
Moved: darden3619 (distance: 218, speed: 9, health: 4)
Moved: garcia3620 (distance: 22, speed: 1, health: 2)
Moved: cris3621 (distance: 155, speed: 1, health: 3)
Moved: bing3622 (distance: 23, speed: 2, health: 1)
Moved: fee3624 (distance: 151, speed: 7, health: 2)
Moved: noah3625 (distance: 67, speed: 5, health: 5)
Moved: potatobot3626 (distance: 225, speed: 1, health: 3)
Moved: paoletti3627 (distance: 179, speed: 1, health: 2)
Moved: garcia3629 (distance: 256, speed: 7, health: 3)
Moved: cris3630 (distance: 134, speed: 7, health: 5)
Moved: bing3631 (distance: 116, speed: 3, health: 3)
Moved: will3632 (distance: 259, speed: 1, health: 2)
Moved: noah3634 (distance: 168, speed: 3, health: 4)
Moved: paoletti3636 (distance: 118, speed: 2, health: 2)
Moved: darden3637 (distance: 107, speed: 1, health: 1)
Moved: garcia3638 (distance: 94, speed: 4, health: 4)
Moved: bing3640 (distance: 279, speed: 2, health: 2)
Moved: noah3643 (distance: 103, speed: 8, health: 2)
Moved: potatobot3644 (distance: 151, speed: 9, health: 1)
Moved: paoletti3645 (distance: 185, speed: 4, health: 2)
Moved: darden3646 (distance: 41, speed: 2, health: 4)
Moved: garcia3647 (distance: 166, speed: 8, health: 3)
Moved: bing3649 (distance: 255, speed: 6, health: 2)
Moved: fee3651 (distance: 51, speed: 2, health: 1)
Moved: potatobot3653 (distance: 123, speed: 8, health: 4)
Moved: cris3657 (distance: 236, speed: 10, health: 2)
Moved: bing3658 (distance: 88, speed: 4, health: 3)
Moved: will3659 (distance: 132, speed: 6, health: 3)
Moved: noah3661 (distance: 211, speed: 6, health: 3)
Moved: potatobot3662 (distance: 190, speed: 6, health: 5)
Moved: paoletti3663 (distance: 217, speed: 10, health: 5)
Moved: garcia3665 (distance: 96, speed: 5, health: 2)
Moved: cris3666 (distance: 107, speed: 10, health: 5)
Moved: bing3667 (distance: 242, speed: 4, health: 1)
Moved: fee3669 (distance: 208, speed: 4, health: 5)
Moved: noah3670 (distance: 150, speed: 9, health: 5)
Moved: garcia3674 (distance: 253, speed: 4, health: 1)
Moved: bing3676 (distance: 88, speed: 4, health: 3)
Moved: fee3678 (distance: 214, speed: 8, health: 2)
Moved: noah3679 (distance: 202, speed: 7, health: 3)
Moved: potatobot3680 (distance: 189, speed: 1, health: 1)
Moved: paoletti3681 (distance: 73, speed: 2, health: 2)
Moved: darden3682 (distance: 183, speed: 6, health: 5)
Moved: garcia3683 (distance: 185, speed: 4, health: 5)
Moved: cris3684 (distance: 90, speed: 3, health: 1)
Moved: bing3685 (distance: 63, speed: 1, health: 5)
Moved: will3686 (distance: 159, speed: 2, health: 5)
Moved: fee3687 (distance: 184, speed: 4, health: 5)
Moved: darden3691 (distance: 120, speed: 3, health: 4)
Moved: garcia3692 (distance: 129, speed: 3, health: 4)
Moved: cris3693 (distance: 211, speed: 10, health: 3)
Moved: will3695 (distance: 98, speed: 2, health: 3)
Moved: fee3696 (distance: 88, speed: 3, health: 5)
Moved: noah3697 (distance: 201, speed: 5, health: 5)
Moved: garcia3701 (distance: 105, speed: 5, health: 3)
Moved: cris3702 (distance: 79, speed: 5, health: 1)
Moved: bing3703 (distance: 98, speed: 1, health: 3)
Moved: will3704 (distance: 220, speed: 10, health: 5)
Moved: noah3706 (distance: 99, speed: 1, health: 5)
Moved: paoletti3708 (distance: 259, speed: 10, health: 1)
Moved: cris3711 (distance: 114, speed: 4, health: 5)
Moved: will3713 (distance: 273, speed: 6, health: 2)
Moved: fee3714 (distance: 222, speed: 2, health: 2)
Moved: noah3715 (distance: 181, speed: 9, health: 1)
Moved: paoletti3717 (distance: 73, speed: 3, health: 3)
Moved: darden3718 (distance: 266, speed: 4, health: 3)
Moved: garcia3719 (distance: 250, speed: 1, health: 2)
Moved: cris3720 (distance: 187, speed: 2, health: 3)
Moved: will3722 (distance: 39, speed: 3, health: 5)
Moved: fee3723 (distance: 192, speed: 9, health: 4)
Moved: noah3724 (distance: 196, speed: 4, health: 1)
Moved: potatobot3725 (distance: 269, speed: 1, health: 5)
Moved: paoletti3726 (distance: 256, speed: 7, health: 1)
Moved: darden3727 (distance: 37, speed: 2, health: 5)
Moved: garcia3728 (distance: 247, speed: 7, health: 1)
Moved: bing3730 (distance: 232, speed: 4, health: 2)
Moved: will3731 (distance: 128, speed: 10, health: 4)
Moved: fee3732 (distance: 236, speed: 2, health: 5)
Moved: potatobot3734 (distance: 204, speed: 1, health: 1)
Moved: paoletti3735 (distance: 205, speed: 6, health: 4)
Moved: darden3736 (distance: 171, speed: 1, health: 4)
Moved: cris3738 (distance: 254, speed: 7, health: 2)
Moved: bing3739 (distance: 197, speed: 9, health: 4)
Moved: fee3741 (distance: 195, speed: 8, health: 3)
Moved: paoletti3744 (distance: 25, speed: 1, health: 1)
Moved: darden3745 (distance: 106, speed: 4, health: 4)
Moved: garcia3746 (distance: 122, speed: 7, health: 1)
Moved: cris3747 (distance: 124, speed: 7, health: 2)
Moved: bing3748 (distance: 254, speed: 6, health: 3)
Moved: fee3750 (distance: 118, speed: 7, health: 2)
